0,-2.2584488279,-3.2043085056,-2.9294372933,-3.0448841522,-12.1436101051,-0.0286791502,-0.0000012006,-1.5433309624,-13.8155105580,-8.0975094774,-1.5257309820,-1.8508552462,-0.9875829543,-1.0002210927,-1.8743279986,-0.6727511247,-1.9971828567,-1.6226925059,-0.7518719965,-1.4790028669
1,-2.2584488291,-3.2078364471,-2.9294373155,-3.0448835768,-0.0000010000,-1.9209140877,-0.9144487929,-13.8155105580,-3.3412507295,-0.4826212729,-7.6775787110,-1.8510700238,-0.0000038416,-0.9997891260,-1.8726821112,-0.6721607150,-1.3686375604,-1.6266905671,-0.7576206259,-1.4686200047
2,-0.0000010000,-3.2078365362,-0.0000010000,-3.0448836558,-0.5987099316,-1.9209148058,-0.9144466727,-1.5433119872,-2.0172850148,-0.4826366910,-0.4092194218,-1.8511692288,-0.9876353857,-1.9400040623,-1.8727621981,-0.6725295946,-1.3676634148,-1.6301350692,-0.0563291043,-1.4735575918
3,-0.0000010000,-3.2078365366,-2.9294373156,-3.0448836216,-2.5835854284,-13.8155105580,-8.7037990042,-0.1865114393,-2.0173375378,-1.5891435660,-0.4067049653,-1.8509448533,-0.9877856439,-1.9398672103,-1.8726796445,-0.6722658972,-1.3669446434,-1.6235965308,-0.7593786077,-1.4638052021
4,-0.0000010000,-3.2078365364,-2.9294373136,-3.0448835745,-2.5835842424,-1.9209134234,-11.4220345813,-1.5433111489,-0.3022283383,-1.5891418496,-0.4067070475,-1.8510068708,-0.9877818230,-1.9397952535,-0.8925654049,-0.6722144093,-1.3673869043,-1.6263902714,-0.7566870457,-1.4678650834
5,-11.0871932620,-3.2078365477,-2.9294373274,-3.0448835641,-1.2859874906,-1.9207656412,-3.1639658413,-0.1865126936,-8.9798961952,-0.4826241735,-0.4067051453,-1.8510258957,-9.7441681980,-1.9397985176,-1.8727494522,-0.6723008757,-1.9902129639,-1.6274357865,-0.0533685338,-1.4670861021
6,-10.0516411144,-1.5674079097,-0.1913873099,-1.8815564839,-1.4690871047,-1.9209160744,-1.3334321855,-0.3513012640,-2.0173064391,-0.4826239361,-7.3011703683,-1.8509423826,-0.9877367615,-2.1158226734,-1.8726478679,-0.6723851259,-0.0000171890,-0.0000116323,-0.7567162152,-1.4736114652
7,-8.0705077316,-4.4953315165,-2.9294372787,-3.0448834370,-2.5835843529,-9.1743928953,-1.3334320361,-0.1865122674,-3.3411329173,-0.0000011127,-13.8155105580,-0.0008145442,-0.9877418348,-2.8023847657,-1.1166826389,-0.6722609718,-1.9920838239,-1.6161196866,-0.7549438095,-1.4680344035
8,-9.5639970714,-3.2078365357,-2.9294373206,-3.0448833419,-1.2859875856,-1.9209153474,-0.0000109330,-3.6658059745,-3.3412630166,-1.9174123779,-1.5308166915,-1.8507929351,-0.0000017650,-2.8025712056,-1.8727119485,-1.8189058604,-1.3698260018,-1.6156680638,-0.7574344328,-1.4695943438
9,-2.2584488306,-3.2078365470,-2.9294373341,-1.9753176558,-2.5835842707,-1.9207673984,-0.9144484962,-1.5433095999,-2.0173058082,-0.4826209315,-0.8314414007,-1.8508802646,-0.9877199586,-2.8024514954,-1.8729946139,-0.6723712160,-0.1018263881,-1.6152833518,-9.4095359495,-0.0000060203
10,-9.8362924402,-3.2078365364,-2.9294373235,-3.0448835697,-2.5835842430,-1.9209133686,-8.4974053248,-1.5433110763,-10.0629101141,-0.1670313822,-0.4067062541,-1.8510427521,-9.7446408504,-1.9397927307,-1.8725094968,-0.0000010000,-1.3635619047,-1.6276552780,-0.7572571643,-1.4679769775
11,-2.2584398471,-3.2078365619,-2.0422428165,-3.0448837580,-2.5835847932,-8.8834370946,-0.9144489618,-3.2884640698,-2.0172918360,-0.4832204128,-0.4090876220,-0.0000010000,-0.9876830093,-2.8028905878,-1.8733275949,-0.6721181387,-1.9950244144,-8.6107897850,-0.0564278148,-1.4618319705
12,-2.2584488301,-1.5674079171,-0.8740892625,-3.0448838086,-2.5835843456,-0.0001988502,-0.9144484279,-1.5433100870,-3.3412608254,-0.1670307221,-0.4091086362,-0.0000133564,-0.0000038411,-2.8022756528,-1.8728977702,-0.6721397810,-1.3700222810,-1.6171715404,-0.0563541888,-1.4740302549
13,-2.2584488292,-3.2078365364,-2.9294373100,-3.0448835715,-2.5835842793,-1.9209132534,-0.0007767016,-1.5433121461,-0.1177967438,-0.4826214110,-0.0000010000,-1.8510366541,-9.7443451957,-1.9395055106,-1.8724368072,-0.6721314523,-1.3644095648,-1.6274363569,-0.7563817175,-1.4681568542
14,-2.2584488307,-3.2078365471,-2.0422428816,-3.0448833238,-2.5835842512,-1.9207670231,-0.9144485099,-1.5433097784,-2.0173092162,-0.4826185763,-8.0158910525,-1.8508516661,-0.0000038412,-4.1032646657,-1.8728263886,-0.0000021350,-1.9945498781,-1.6173255068,-0.7565122146,-1.4690110095
15,-2.2584488300,-6.4043352853,-2.9294373142,-1.5530173108,-1.2859880775,-1.9209148354,-0.9144494893,-1.9925042574,-2.0171646666,-0.4826236483,-0.4067046492,-9.9165101574,-0.0000022451,-1.9396923576,-1.8724623595,-6.6196213458,-0.0000171058,-1.6264814159,-2.2455387014,-1.4676157841
16,-11.0871932621,-3.2078365364,-2.9294373671,-3.0448835651,-12.1436060475,-1.9209132790,-0.9144487723,-6.5457518534,-3.3412584326,-0.4826209198,-0.4067133117,-1.8509431466,-0.9877798627,-3.1741445905,-1.8725912364,-0.6722754997,-1.3691257298,-0.0000010000,-0.0567039629,-1.4691424647
17,-2.2584488302,-3.2078365388,-2.9294373458,-3.0448834966,-2.5835840643,-0.2330339451,-9.1251764222,-7.6383018744,-3.3412741778,-0.4826379366,-0.4067194234,-10.4399931066,-0.9877071294,-3.1735288272,-1.8730732479,-0.6722696369,-1.3675039810,-1.6276927721,-8.1653599439,-1.4663421458
18,-11.0871932621,-3.2078365364,-2.9294373144,-3.0448835684,-0.0069707700,-0.2330335583,-0.9144487365,-0.8033342136,-2.0172972099,-8.0974794968,-0.4067048339,-1.8509856018,-0.0000038416,-1.9398219497,-0.4222383389,-0.6722469905,-1.3669518586,-0.0000118201,-0.7560252628,-1.4681047356
19,-2.2584451245,-3.2078365508,-2.9294373288,-11.0224615819,-2.5835839861,-1.9207666278,-1.3334323135,-0.4774641166,-2.0173199764,-0.0177577052,-0.8274218438,-1.8509852473,-0.9877815564,-1.9399726593,-1.8730638744,-0.6724378363,-1.9942426673,-0.0166571843,-0.7589302309,-1.4387255854
20,-2.2584488292,-1.2465122449,-2.9294373136,-3.0448835746,-0.1473017149,-1.9209134233,-0.9144486640,-1.5433111542,-2.0172965877,-0.0593390980,-6.2666240467,-1.8510072207,-0.9877829280,-1.9397981640,-1.8725306893,-0.6722053095,-1.3674791685,-1.6260793568,-0.7567402554,-1.4680032464
