Group num: 0, TC(X;Y_j): 0.071
speech, 0.002, 1.000, 0.002
Auschwitz, 0.001, 1.000, 0.001
summer, 0.001, 1.000, 0.001
Group num: 12, TC(X;Y_j): 0.027
brother, 0.079, 1.000, 0.079
home, 0.037, 1.000, 0.037
feel, 0.036, 1.000, 0.036
front, 0.021, 1.000, 0.021
keep, 0.020, 1.000, 0.020
show, 0.013, 1.000, 0.013
laugh, 0.013, 1.000, 0.013
window, 0.012, 1.000, 0.012
daughter, 0.008, 1.000, 0.008
decide, 0.008, 1.000, 0.008
step, 0.008, 1.000, 0.008
march, 0.007, 1.000, 0.007
pray, 0.007, 1.000, 0.007
seconds, 0.007, 1.000, 0.007
knock, 0.006, 1.000, 0.006
dad, 0.006, 1.000, 0.006
escape, 0.004, 1.000, 0.004
bury, 0.004, 1.000, 0.004
reason, 0.003, 1.000, 0.003
concentration_camp, 0.002, 1.000, 0.002
join, 0.002, 1.000, 0.002
doctor, 0.002, 1.000, 0.002
need, 0.001, 1.000, 0.001
Group num: 13, TC(X;Y_j): 0.025
world, 0.055, 1.000, 0.055
try, 0.036, 1.000, 0.036
generation, 0.024, 1.000, 0.024
God, 0.020, 1.000, 0.020
describe, 0.015, 1.000, 0.015
change, 0.012, 1.000, 0.012
time, 0.011, 1.000, 0.011
see, 0.010, 1.000, 0.010
voice, 0.009, 1.000, 0.009
tell, 0.008, 1.000, 0.008
week, 0.004, 1.000, 0.004
watch, 0.003, 1.000, 0.003
matter, 0.002, 1.000, 0.002
Group num: 14, TC(X;Y_j): 0.024
end, 0.047, 1.000, 0.047
understand, 0.027, 1.000, 0.027
war, 0.025, 1.000, 0.025
experience, 0.022, 1.000, 0.022
marry, 0.017, 1.000, 0.017
happen, 0.017, 1.000, 0.017
like, 0.016, 1.000, 0.016
SM, 0.014, 1.000, 0.014
want, 0.012, 1.000, 0.012
laughter, 0.010, 1.000, 0.010
accept, 0.008, 1.000, 0.008
childhood, 0.008, 1.000, 0.008
village, 0.008, 1.000, 0.008
celebrate, 0.007, 1.000, 0.007
love, 0.007, 1.000, 0.007
memory, 0.005, 1.000, 0.005
weep, 0.002, 1.000, 0.002
remain, 0.002, 1.000, 0.002
ea, 0.002, 1.000, 0.002
person, 0.001, 1.000, 0.001
Group num: 15, TC(X;Y_j): 0.023
family, 0.064, 1.000, 0.064
