,0,1
26714,refugge,1
26715,schutterecht,1
26716,so-on,1
26717,soround,1
26718,sourround,1
26719,stra,6
26720,synagouge,1
26721,synagougue,1
26722,tabacco,1
26723,thirty...thirty-five,1
26724,tommorow,1
26725,trow,1
26726,unbark,1
26727,volksturm,1
26728,vorm,2
26729,waggon,3
26730,zac,1
26731,allecanter‑phon,1
26732,bottom-bomb,1
26733,bottom-bomber,1
26734,cardaeff‑phon,1
26735,hade,2
26736,half-a-day,3
26737,half-a-dozen,3
26738,himmelfahrt,3
26739,hitting,4
26740,huge_barn,19
26741,in-born,3
26742,lilget,1
26743,loveseat,1
26744,many-fold,2
26745,medical_checkup,7
26746,memoriam,5
26747,not-Jews,1
26748,oberstafuhrer,1
26749,obersturmbannfuehrer,2
26750,paperhanger,2
26751,putz,6
26752,re-entry,4
26753,rear-end,1
26754,red-white,1
26755,rehren,1
26756,six-foot-two,1
26757,stafuhrer,1
26758,stoker,4
26759,subdivide,19
26760,tainted,4
26761,telephonagram,1
26762,toch,1
26763,tugboat,9
26764,wooden_shack,12
26765,a-above,2
26766,a-amy,1
26767,afear,1
26768,affpred,1
26769,amine,2
26770,amont,1
26771,aniss,1
26772,anti-semis-mis-dat,1
26773,antuay,1
26774,archi,2
26775,assort_clothes,3
26776,auseda,1
26777,b-bought,2
26778,babagun,1
26779,bec-because,6
26780,beekitchock,1
26781,bermin,1
26782,bivon,1
26783,bleke,1
26784,browt,1
26785,browticum,1
26786,buil-building,1
26787,cap-captain,3
26788,ce_:,2
26789,cen,7
26790,ciz,1
26791,clar,1
26792,cle-clean,1
26793,footlocker,5
26794,fortieth,3
26795,grey-haired,4
26796,harken,1
26797,immediacy,9
26798,intelligence_officer,22
26799,ital,8
26800,loca,5
26801,much_alike,13
26802,over-crowding,2
26803,porcelain-covered,1
26804,possibus,1
26805,repear,1
26806,requus,1
26807,self-starvation,1
26808,spasmodic,2
26809,thirty-eighth,2
26810,utilization,6
26811,bugging,2
26812,dp_card,9
26813,feldefing,1
26814,girdle,26
26815,heftlinger,2
26816,masiv,1
26817,remembery,1
26818,sisyl,1
26819,sneezing-coughing,1
26820,ahm,2
26821,apartheid,9
26822,atzer,1
26823,bla-bla-bla,1
26824,clad,3
26825,e-hemschech,1
26826,eme,1
26827,felderph,1
26828,fritz,4
26829,glasnot,1
26830,greediness,1
26831,greesht,1
26832,haov,1
26833,hassidishe,1
26834,have-carry,1
26835,inaudible-dubako,1
26836,lebam,1
26837,levi,1
26838,madele,1
26839,menschin,1
26840,nakedness,5
26841,nisnomer,1
26842,nobod,5
26843,numverdent,1
26844,ohk,1
26845,oval,28
26846,peya,6
26847,reb,5
26848,refusnik,3
26849,regedden,1
26850,replay,9
26851,sa-aham,1
26852,schmarte,1
26853,seige,2
26854,shofar,24
26855,snobby,5
26856,sofer,6
26857,sojak,1
26858,something-first,1
26859,taug,1
26860,teanscriber,1
26861,tfellin,3
26862,torre,1
26863,tzedukan,1
26864,uhuh,1
26865,unsa,1
26866,vei,1
26867,vilkija,1
26868,yana,1
26869,ye,13
26870,yisrael,3
26871,yova,1
26872,activism,7
26873,coal-mining,4
26874,cosmopolitanism,1
26875,detente,1
26876,dneipropetrovsk,1
26877,keldish,1
26878,kov,5
26879,manufacture_company,14
26880,polytechnic,16
26881,seven-eight,1
26882,silverstein,5
26883,styolarov,1
26884,three-four,3
26885,work-study,2
26886,b-iid,1
26887,b-iie,1
26888,b-iif,1
26889,city.food,1
26890,disabuse,6
26891,fund_raise,9
26892,göttingen,2
26893,hospital_ward,6
26894,kaposwith,1
26895,krätze,1
26896,musterlager,1
26897,slave-labor,2
26898,stinkt,1
26899,think.by,1
26900,vii,2
26901,zyklon,8
26902,allegorical,2
26903,arrestee,2
26904,bauhof,4
26905,bircza,1
26906,briskly,3
26907,brzeszkowice,1
26908,cabus,1
26909,changement,3
26910,comman,7
26911,czerk,1
26912,defense_industry,11
26913,depopulate,2
26914,depopulation,1
26915,displac,1
26916,dyhernfurt.there,1
26917,eighty-four,5
26918,emigrée,1
26919,forc,1
26920,fourteenth-century,1
26921,front.nobody,1
26922,gmbh,1
26923,haha,2
26924,hersbruck,1
26925,hüpfenrollen,1
26926,jagie,1
26927,jagiellonian,1
26928,józef,2
26929,kraków,9
26930,krauner,1
26931,kuczbara,1
26932,labor_relation,4
26933,libi_z,1
26934,mikva,4
26935,munau,1
26936,o_wi_cim,1
26937,oniów,1
26938,over-eat,5
26939,palitzsch.he,1
26940,przemy_l,1
26941,survey_team,2
26942,that.and,1
26943,uh...uh...set-up,1
26944,wagenril,1
26945,westwards,8
26946,wheel-barrows,1
26947,wis_a,2
26948,zugspitze,1
26949,a-also,6
26950,aray,2
26951,blum,2
26952,circumcus,1
26953,classma,1
26954,daw,3
26955,domierz,1
26956,elemental,4
26957,histor,6
26958,immediate_superior,11
26959,kornblum,1
26960,mara,1
26961,massa,2
26962,otwock,13
26963,ou-ou-outside,1
26964,out-outskirts,1
26965,s-son-in-law,1
26966,smalls,3
26967,stepsfather,1
26968,warmness,3
26969,wr-write,5
26970,israel,5
26971,nigerian,1
26972,possiblle,1
26973,rachmanus,1
26974,wrap-up,4
26975,alfa,2
26976,baker_'s,26
26977,bedouin,3
26978,chained_together,4
26979,cocked,2
26980,drag_ourselves,8
26981,eminent,21
26982,entibe,2
26983,fewest,1
26984,forbode,1
26985,fss,1
26986,gentlest,6
26987,guard_du,1
26988,half-truck,2
26989,heroics,3
26990,homosexuality,17
26991,hungered,2
26992,langlade,1
26993,monasque,1
26994,park_bench,29
26995,people...half-dead,1
26996,pitfall,7
26997,spahice,1
26998,trans-saharian,1
26999,two-fold,7
27000,usefulness,7
27001,viper,3
27002,abrücken,1
27003,annexed,7
27004,appellplatzcold,1
27005,brüder,1
27006,chedermaybe,1
27007,comerade,2
27008,d'identité,2
27009,diktaturealready,1
27010,freiwilligthat,1
27011,gruppei,1
27012,hakenkreuzit,1
27013,hinwhere,1
27014,häftlingerand,1
27015,incorportate,1
27016,infirmery,1
27017,kolonia,2
27018,koloniafor,1
27019,lasst,1
27020,machorkait,1
27021,marrow,12
27022,muselmanhe,1
27023,oxide,3
27024,pre-1938,2
27025,preparer,2
27026,py,2
27027,rackersterrible,1
27028,rapport-schreiberhe,1
27029,resistor,9
27030,richtet,1
27031,shtern,1
27032,starydoctor,1
27033,stehenlassen,1
27034,tabek,1
27035,ten-years-old,2
27036,terminus,3
27037,turp,1
27038,turpsyou,1
27039,von_Hindenburg,6
27040,wolltaber,1
27041,abino,1
27042,alera,1
27043,alpa,1
27044,bourgd,1
27045,cha,4
27046,fatherinlaw,3
27047,felon,2
27048,gent,9
27049,goodlooking,1
27050,happylucky,1
27051,helaire,1
27052,informed,8
27053,kayack,1
27054,lair,3
27055,luf,2
27056,motherinlaw,4
27057,ocantor,1
27058,oisan,1
27059,oneroom,1
27060,oudenburg,1
27061,peckla,1
27062,sejour,3
27063,shem,3
27064,shewl,1
27065,sloring,1
27066,sweeve,1
27067,talibkatan,1
27068,threestory,1
27069,transi,1
27070,yuck,4
27071,abu,2
27072,afer,1
27073,aktia,4
27074,alleg,1
27075,atsel,1
27076,b-being,3
27077,bourge,2
27078,cel,6
27079,clin,1
27080,colu,1
27081,contru,1
27082,converter,4
27083,counterfeit,11
27084,divorcée,1
27085,dyeing,2
27086,e-each,4
27087,f-fo,2
27088,fichila,1
27089,furnus,2
27090,heavy_set,13
27091,herely,1
27092,highlife,1
27093,housecoat,13
27094,i-involved,2
27095,imp-important,1
27096,informatsia,1
27097,interduce,1
27098,kobulshovera,1
27099,kohanim,3
27100,memb,4
27101,microfilm,17
27102,mixerer,1
27103,mucilage,1
27104,mumser,3
27105,tooka,2
27106,underw,1
27107,undr,2
27108,voickowa,1
27109,wedlock,10
27110,wh-wh-what,10
27111,ya-ya,1
27112,appingedam,1
27113,austregestrian,1
27114,benlatzizager,1
27115,brownish-colored,1
27116,firft,1
27117,fooft,1
27118,forgetful,9
27119,multi-million,2
27120,osmose,2
27121,ovarian,4
27122,prairie,9
27123,ramadgan,1
27124,resettler,1
27125,rooster,27
27126,rousse,2
27127,self-governing,5
27128,shid,1
27129,sholomosh,1
27130,shortkof,1
27131,shortkoff,1
27132,skyrise,1
27133,speigel,1
27134,sundry,8
27135,surmount,3
27136,uninhibited,1
27137,unionrod,1
27138,unkept,1
27139,wager,1
27140,yehvooshkod,1
27141,yiddishcist,1
27142,yoogunt,1
27143,yooogunt,1
27144,adjoin,9
27145,anti-fever,1
27146,aryanize,10
27147,aryranize,1
27148,askance,4
27149,budging,2
27150,en-enough,5
27151,eng-engineering,1
27152,es-established,1
27153,feb,1
27154,fillipovich,1
27155,flo,6
27156,godforsaken,18
27157,goofy,4
27158,gra-grade,1
27159,h-u-l-l,1
27160,impr,3
27161,inga,1
27162,j-o,2
27163,j-o-l-e-s,1
27164,jadwiga,1
27165,jon,1
27166,kilom,2
27167,kipiatok,4
27168,koa,1
27169,konshy,1
27170,krabawick,1
27171,l-e-s,3
27172,la-la,2
27173,li-libben,1
27174,lith,4
27175,living/dining,3
27176,loc,2
27177,loc-located,1
27178,motorcade,6
27179,multinational,2
27180,newspape,1
27181,oc-occupy,1
27182,oranus,1
27183,overri,1
27184,pa-painting,1
27185,pawlikowski,1
27186,petrowsk,1
27187,polis,3
27188,polish-russian,14
27189,polish-soviet,1
27190,post-military,1
27191,pre-assign,1
27192,puli,1
27193,raiser,7
27194,re-remaining,2
27195,reestablishment,4
27196,ref-refugee,1
27197,reinstitute,3
27198,relo,1
27199,repres-representative,1
27200,repurse,1
27201,rework,8
27202,rilka,1
27203,s-s-started,1
27204,s-simply,2
27205,s-station,6
27206,schoolyear,1
27207,scruwajinski,1
27208,sculpt,10
27209,sl-slight,1
27210,sohachewski,1
27211,stanisławówa,1
27212,y-o-l-l-e-s,1
27213,yat,2
27214,yelling,4
27215,yolle,1
27216,złoty,2
27217,annime,1
27218,anti-depressant,2
27219,approximative,1
27220,deindercast,1
27221,excitable,10
27222,gramoulet,1
27223,instantanic,1
27224,j-a-n-o-w-i-c-i,1
27225,jovial,20
27226,lending,14
27227,over-excited,2
27228,over-religious,2
27229,shabbis,2
27230,nachernik,1
27231,o-occupy,3
27232,plain_soldier,19
27233,reincarnation,6
27234,decathlon,2
27235,defe-defense,1
27236,di-do,2
27237,dna,6
27238,dra-dramatic,1
27239,droop,2
27240,dysphoria,1
27241,dystrophy,6
27242,e-edited,1
27243,ei-either,4
27244,endorphin,1
27245,epoch,4
27246,exa,10
27247,f-finished,2
27248,f-fire,4
27249,fa-farsighted,1
27250,fave,2
27251,ferdechaus,1
27252,flabby,2
27253,fo-fought,3
27254,g-got,4
27255,gebruder,2
27256,gensingen,1
27257,gre-gregarious,1
27258,great-grandpa,3
27259,gregarious,15
27260,gristal,1
27261,hammerstrasse,1
27262,hamzimmer,1
27263,hanzimmer,1
27264,hebbleschule,1
27265,helix,2
27266,heroin,4
27267,hess,2
27268,hi-hide,1
27269,hif,2
27270,histology,5
27271,humanistisch,2
27272,in-including,1
27273,inhe,3
27274,interschool,1
27275,jüdisches,1
27276,kri,3
27277,kruif,1
27278,kurnigstrasse,1
27279,la-later,7
27280,le-le-let,3
27281,le-leron,1
27282,lessing,2
27283,li-lid,1
27284,liberale,2
27285,lobster,11
27286,lu-luckily,1
27287,luft,4
27288,m-e-y-e-r,5
27289,mache,3
27290,md.,8
27291,measureable,1
27292,medalia,1
27293,meltu,1
27294,meshugah,2
27295,metabolism,4
27296,metabolize,2
27297,mid-year,1
27298,neuro,1
27299,ni-nine,2
27300,nightlight,2
27301,non-science,1
27302,nonsense-sensical,1
27303,nudist,4
27304,o-operated,1
27305,oda,1
27306,opia,1
27307,opiate,2
27308,orangienstrasse,1
27309,orientierungsreise,1
27310,parrain,3
27311,paulinenstift,1
27312,posh,21
27313,post-doc,1
27314,postdoctoral,1
27315,pr-properly,1
27316,purp,3
27317,rapprochement,3
27318,re-regular,5
27319,receptor,2
27320,regre,2
27321,reliab,1
27322,reser,1
27323,restitu,1
27324,retus,1
27325,rezept,1
27326,rieshen,1
27327,rudisshammerstrass,1
27328,s-statendam,1
27329,s-symposium,1
27330,schild,1
27331,schmirastand,1
27332,sept,6
27333,septicemia,3
27334,si-simultaneously,1
27335,snowplow,3
27336,somewa,1
27337,stend,2
27338,stolpersteine,1
27339,stumbling,4
27340,su-substance,1
27341,su-surprising,2
27342,synthesis,6
27343,ta-talk,3
27344,termite,2
27345,thousand_mark,8
27346,tr-transferred,1
27347,transduction,1
27348,umstände,1
27349,un-un-uniform,1
27350,verein,1
27351,verrückt,2
27352,weinerei,1
27353,werbewoche,1
27354,western_civilization,9
27355,afte-after,2
27356,atro-atrocity,1
27357,b-bombard,1
27358,backslide,1
27359,barba,2
27360,becud,1
27361,biomedical,4
27362,ca-carry,2
27363,camp-like,2
27364,choder,1
27365,comma-commanded,1
27366,diplace,1
27367,diplom-diplomacy,1
27368,discu,4
27369,e-excuse,2
27370,unpredictab,1
27371,wefe,1
27372,zzz,2
27373,ack-ack-anti-aircraft,1
27374,adobe,2
27375,aproned,1
27376,astrologer,3
27377,domin,2
27378,e-e-emile,1
27379,e-entertainer,1
27380,ea-each,4
27381,ep-epitat,1
27382,evid,2
27383,farfetched,8
27384,fol,10
27385,gaul,1
27386,guesthouse,5
27387,identif,4
27388,ig,4
27389,immigrating,7
27390,instit,1
27391,jitterbug,6
27392,lait,2
27393,landschuleheim,1
27394,li-lifestyle,1
27395,linguistics,8
27396,main_boulevard,7
27397,maitre_'d,1
27398,mashgiach,4
27399,r-e-c-h-a,2
27400,r-rather,1
27401,raffle,13
27402,re-reception,1
27403,reflect_upon,19
27404,ril,2
27405,rustic,8
27406,rösti,1
27407,si-si,5
27408,sker,1
27409,sous,1
27410,switzer,2
27411,synopsis,8
27412,uncomf,2
27413,unconscio,1
27414,unsupportable,1
27415,vry,1
27416,zuckertuete,2
27417,a-a-at,6
27418,big_to-do,17
27419,by_Margaret,2
27420,c-couple,2
27421,co-convey,1
27422,e-ethnic,1
27423,empt,3
27424,forward-looking,6
27425,hickish,1
27426,i-immigrant,2
27427,illuminating,4
27428,ling,2
27429,moneymaking,2
27430,more-so,4
27431,nonsectarian,4
27432,o-organized,1
27433,overplay,2
27434,reliant,9
27435,s-supermarket,1
27436,selfless,10
27437,sentimentality,6
27438,suf,6
27439,un-understand,2
27440,unavailable,14
27441,upscale,6
27442,waver,9
27443,an-antique,1
27444,arg,1
27445,armba,1
27446,b-ball,1
27447,break-out,3
27448,c-o-u-r-t,1
27449,crouching,3
27450,de-democratic,1
27451,dona,2
27452,e-eatable,1
27453,e-i-s,3
27454,electracize,1
27455,es-escape,2
27456,f-a-n-n-y,3
27457,fercherka,1
27458,flo-flour,1
27459,gi-given,4
27460,her-heard,1
27461,hidel,1
27462,hidus,1
27463,i-e-s,1
27464,j-a-h-n,1
27465,karmeleetska,1
27466,lasagna,2
27467,m-a-r-g-u-l-i-s,1
27468,ma-masoulian,1
27469,masoulian,1
27470,maturate,1
27471,nof,2
27472,num,15
27473,o-occupied,2
27474,po-police,1
27475,pr-pretty,3
27476,practu,1
27477,pulus,2
27478,quakenbrück,1
27479,r-e-i-c-h,7
27480,ra-rationed,1
27481,recognizably,1
27482,remod,1
27483,repla,2
27484,s-sudden,1
27485,shliska,1
27486,sl-slink,1
27487,st-step,2
27488,stein,7
27489,tebbin,1
27490,th-th-there,10
27491,thrower,16
27492,ticker,4
27493,tights,2
27494,treblus,1
27495,unreligious,6
27496,vo-voice,1
27497,walled-in,2
27498,wr-wrote,1
27499,js,14
27500,ls,12
27501,p-r-n-i-e-s-z-c-z-y-k,1
27502,phoetic,1
27503,pomestchik,1
27504,russian-occupy,1
27505,s-t-r-y-j,2
27506,bachaska,1
27507,cartoshka,1
27508,crumpera,1
27509,dzhugash,1
27510,halab,1
27511,maleko,1
27512,moleko,1
27513,rousch,1
27514,ruvine,1
27515,stakruger,1
27516,titu,1
27517,uh‑huh,2
27518,um‑hum,1
27519,yeardon,1
27520,a-acquainted,1
27521,acknowledged,4
27522,agaus,1
27523,aprow,1
27524,arna,1
27525,at-attacking,1
27526,b-brought,2
27527,balutski,1
27528,baluty,2
27529,behi-behind,2
27530,botany,6
27531,broadly,10
27532,brutalization,2
27533,ch-chapter,1
27534,chlor,3
27535,comfortly,1
27536,communus,6
27537,conk,4
27538,croup,2
27539,croupy,1
27540,cze,2
27541,da_da,15
27542,davus,1
27543,dedic,1
27544,didding,1
27545,disease_hospital,6
27546,distru,1
27547,e-encouragement,1
27548,e-equal,3
27549,e-etcetera,2
27550,effusively,1
27551,etcet,3
27552,explorator,1
27553,farn,1
27554,fe-fever,1
27555,fearsome,10
27556,feminism,1
27557,femist,1
27558,ferment,13
27559,forewarn,19
27560,frivolity,1
27561,ger-german,3
27562,gi-girl,2
27563,hak,1
27564,homewo,1
27565,hu-humangous,1
27566,i-invaded,2
27567,in-incorporate,1
27568,insigna,1
27569,jubilous,1
27570,kaszrut,1
27571,kugel,18
27572,kwotch,1
27573,la-lasted,1
27574,linotype,4
27575,lublu,1
27576,m-moved,1
27577,m-much,8
27578,m-myself,4
27579,meant,6
27580,mishear,3
27581,mishpitt,1
27582,molasses,12
27583,o-o-only,1
27584,outl,1
27585,outsteigen,1
27586,patriarchy,1
27587,pay-off,3
27588,peculiar_situation,12
27589,pel,4
27590,perversion,8
27591,png,1
27592,populatus,2
27593,pract,4
27594,prevat,1
27595,pulk,1
27596,r-h-e-i-n,1
27597,raye,1
27598,reversed,5
27599,rinnek,1
27600,ro-robed,1
27601,rob-robbery,1
27602,rou,5
27603,rumkowskus,1
27604,s-smell,2
27605,s-z-m-a-j-e-r,1
27606,salamander,3
27607,sauté,1
27608,schmate,1
27609,se-selling,1
27610,shara,2
27611,sonderco,1
27612,sonderpoliceman,1
27613,st-stuff,2
27614,stunk,8
27615,tangentially,2
27616,tchocki,1
27617,thi-thing,3
27618,twenty-sixth,2
27619,unex,1
27620,unimagabable,1
27621,unimagable,1
27622,unintellectually,1
27623,unionization,2
27624,unprovoked,3
27625,unsettle,4
27626,unspoken,20
27627,vulnerability,7
27628,w-w-what,4
27629,wearability,1
27630,whisker,5
27631,wipe-out,1
27632,wojkowski,1
27633,zhitto,1
27634,anemia,8
27635,b-12,1
27636,bilingual/esl,1
27637,feathered,4
27638,greek-jewish,2
27639,name-calling,11
27640,populous,5
27641,turkish-israeli,1
27642,billiards,9
27643,cajole,3
27644,commission-type,1
27645,corral,9
27646,cross-wise,1
27647,fasc,2
27648,hityashvut,1
27649,intermingled,5
27650,non-christian,8
27651,palmakh,1
27652,para-legal,1
27653,popcorn,5
27654,raceway,1
27655,sharika,2
27656,shob,1
27657,shtetle,3
27658,slatinske-dolly,1
27659,teaspoonful,1
27660,transient_camp,16
27661,alleged,5
27662,cannonize,1
27663,cathartic,7
27664,conscientiousness,1
27665,cunsa,1
27666,czech-trained,1
27667,durable,8
27668,durch,8
27669,einund,1
27670,entwesung,1
27671,erdt,1
27672,exhumation,4
27673,faker,4
27674,fascist_government,19
27675,gleich,1
27676,gute,3
27677,hlinka,4
27678,homely,6
27679,huebsch,1
27680,incongruity,7
27681,irinka,1
27682,jokester,3
27683,judenaeltester,1
27684,lightness,2
27685,murmelswine,1
27686,over-subscribed,1
27687,overture,11
27688,peoople,1
27689,phonogram,2
27690,provably,1
27691,removable,11
27692,scheissegal,1
27693,schicke,1
27694,sech,3
27695,semi-hiding,1
27696,separatism,2
27697,sered,2
27698,sharfia,1
27699,slovak_language,9
27700,spritze,1
27701,stiebel,6
27702,talith,1
27703,tent-like,1
27704,therapeutic,14
27705,thury,1
27706,vierzig,2
27707,vivant,7
27708,yellow/white,1
27709,zaehne,1
27710,zwo,1
27711,barrack-type,5
27712,bösendorfer,2
27713,cockeyed,6
27714,communist-inspired,2
27715,deterioriation,1
27716,belching,5
27717,biedna,1
27718,bola,2
27719,bonanza,4
27720,bragging,8
27721,broaden,21
27722,busco,1
27723,butchery,10
27724,byproduct,11
27725,casework,1
27726,cauk,1
27727,cellar-like,2
27728,cholarship,1
27729,chut,2
27730,coalesce,2
27731,collectus,1
27732,con-concentrating,1
27733,con-conversation,1
27734,confetti,6
27735,coninti,1
27736,conintin,1
27737,cop-copy,1
27738,counter-culture,2
27739,crimean,4
27740,crippling,6
27741,d'affair,2
27742,d-date,1
27743,d-deed,1
27744,d-dig,1
27745,d-dying,1
27746,da-day,2
27747,de-de-decide,1
27748,de-deal,1
27749,declension,3
27750,dep-department,1
27751,devel,5
27752,di-di-di-direct,1
27753,diplo,3
27754,diplom,1
27755,diplomac-diplomacy,1
27756,disinvit,1
27757,divisive,4
27758,do-dollar,1
27759,druey,1
27760,duckling,7
27761,economeetchnia,1
27762,edout,1
27763,educa-educational,1
27764,eiler,1
27765,eli-eliminate,2
27766,elitist,15
27767,elus,1
27768,ernissa,1
27769,ethnicity,14
27770,ex-excel,1
27771,ex-expedition,1
27772,ex-explained,2
27773,excursion_into,7
27774,expec,2
27775,f-fully,2
27776,fa-family,12
27777,fill-in,6
27778,fir-firing,1
27779,foun-form,1
27780,fr-friendly,2
27781,free-lancer,1
27782,gainful,4
27783,gild,1
27784,grinder,18
27785,gripping,3
27786,h-haystack,1
27787,h-higher,1
27788,handpaint,1
27789,handpainted,1
27790,haysa,1
27791,he-hearsay,1
27792,he-hold,1
27793,hedanfolk,1
27794,herren,6
27795,hi-hid,1
27796,his-his-historic,1
27797,ho-horrendous,1
27798,holiest,14
27799,horrend,1
27800,idef,1
27801,impressed_by,20
27802,in-incredible,5
27803,in-intensified,1
27804,inclusion,7
27805,inconclusive,5
27806,ind,5
27807,inhe-inherent,1
27808,interactive,3
27809,interpr,1
27810,jer_da,1
27811,jujer,1
27812,keetadialit,1
27813,keynote_speaker,7
27814,krisha,2
27815,kronenburg,1
27816,l-latrine,1
27817,lava,5
27818,ledger,13
27819,lenya,1
27820,li-lively,1
27821,lidding,1
27822,likebaumer,1
27823,m-mother,8
27824,markt,2
27825,martinet,2
27826,messiest,1
27827,mid-april,3
27828,min-minority,1
27829,mouton,2
27830,multi-cultural,3
27831,naysayer,3
27832,non-rel,1
27833,nuke,1
27834,o-out,5
27835,ob-obsession,1
27836,off-limits,6
27837,outdoorsy,4
27838,overarching,3
27839,overgrowth,1
27840,owseedum,1
27841,p.s.,5
27842,personify,7
27843,physical_shape,19
27844,pickup_truck,16
27845,pincers,3
27846,pira,1
27847,pirogue,1
27848,plastic_surgeon,9
27849,predetermine,2
27850,preordain,2
27851,progressiveness,1
27852,prong,8
27853,propibliat,1
27854,push-up,8
27855,pusitski,1
27856,qualif,1
27857,rachella,1
27858,radsoff,1
27859,re-hang,1
27860,real-realize,1
27861,regist,4
27862,reset,5
27863,reso,2
27864,rogue,3
27865,rougema,1
27866,s-subsequently,1
27867,s-t-a-r-a-c-h-o-w-i-c-e,3
27868,salaneeka,1
27869,salesia,1
27870,schnor,1
27871,schnoring,1
27872,schvina,1
27873,severest,5
27874,shake-up,3
27875,sheetem,1
27876,shellneetsa,1
27877,shezak,1
27878,shopen,1
27879,sister_Hanya,1
27880,smiley,5
27881,smoothing,1
27882,snippet,12
27883,solsnoviet,1
27884,som,15
27885,someb,2
27886,stereotyped,2
27887,strikingly,4
27888,structured,21
27889,studium,1
27890,supermar,1
27891,suppor,2
27892,survi-survive,1
27893,syllabus,3
27894,sympo,1
27895,tarbud,1
27896,taskmaster,3
27897,teamster,8
27898,terribly_hot,19
27899,th-th-th-th,5
27900,thasay,1
27901,ther,11
27902,thorny,1
27903,to-do,9
27904,transpor,2
27905,trea,1
27906,trillion,7
27907,trite,5
27908,uf,2
27909,ufecach,1
27910,ulseedlung,1
27911,un-underpinning,1
27912,us-used,1
27913,ush,1
27914,v-v-very,2
27915,velly,1
27916,vish,1
27917,wamsha,1
27918,weesaw,1
27919,wom-women,1
27920,y-yiddish,1
27921,yippy,1
27922,yourtside,1
27923,yuden,1
27924,yuppie,1
27925,zarcoparna,1
27926,perceptivity,1
27927,pogromnacht,1
27928,pre-medicine,1
27929,proper_burial,12
27930,reintern,1
27931,remilitarize,2
27932,reoccupation,4
27933,reoccupy,8
27934,schutzstaffel,2
27935,semi-boarding,1
27936,signpost,3
27937,state-operated,2
27938,sub-county,1
27939,sudeten,13
27940,tdy,3
27941,temporal,1
27942,timewise,5
27943,two-week-old,1
27944,vouchsafe,2
27945,york,3
27946,zersteurt,1
27947,zur,2
27948,a-accepting,1
27949,a-achieve,1
27950,a-acquiring,1
27951,a-advanced,1
27952,a-age,1
27953,a-be,7
27954,aberrational,1
27955,ac-academic,1
27956,ac-activity,1
27957,admiralty,1
27958,advisability,1
27959,anti-vietnam,4
27960,apocryphal,6
27961,attr,2
27962,boatlift,1
27963,breadth,9
27964,clement,2
27965,co-equal,1
27966,coloration,6
27967,competitively,4
27968,crick,2
27969,daycare,15
27970,dint,4
27971,do-does,1
27972,e-e-eventually,2
27973,e-either,6
27974,e-evaluating,1
27975,enslavement,2
27976,exemplar,2
27977,f-factually,1
27978,geometrically,4
27979,gif,1
27980,grandchildly,1
27981,grandmotherly,2
27982,guardianship,4
27983,guillotine,9
27984,haitian,3
27985,hate-monger,1
27986,hippy-ness,1
27987,hra,1
27988,i-immigration,3
27989,i-insofar,1
27990,i-intellectually,1
27991,impel,5
27992,in-increasingly,1
27993,in-indeed,1
27994,isga,1
27995,judaea,2
27996,leaning,25
27997,medalist,2
27998,mid-1980,4
27999,n-nothing,14
28000,nonfiction,7
28001,nutcracker,1
28002,o-o-other,2
28003,o-ongoing,1
28004,o-outdoors,1
28005,orange-ade,1
28006,ortho,4
28007,pre-K,2
28008,prevaricate,1
28009,r-reasonably,2
28010,re-color,1
28011,re-evaluate,2
28012,reflective,12
28013,s-succeeding,1
28014,salient,10
28015,scenaria,1
28016,self-education,7
28017,self-fulfilling,3
28018,self-reliant,9
28019,shrap,1
28020,shrift,2
28021,sleepover,7
28022,sloppily,1
28023,societal,3
28024,sub-specialty,2
28025,superlatively,2
28026,taffy,1
28027,tandem,7
28028,tantamount,7
28029,tenacity,6
28030,termination,7
28031,turpitude,2
28032,u-upbringing,2
28033,u-upon,2
28034,unrelenting,1
28035,unverifiable,3
28036,upfront,5
28037,w-whereupon,1
28038,arabic44,1
28039,bolster,8
28040,coincide,16
28041,doctor-then-student,1
28042,out-of-doors,1
28043,per_anger,7
28044,pre-budapest,1
28045,swedish-given,1
28046,symbolize,26
28047,gaggle,2
28048,grave_dig,11
28049,july13,1
28050,partisens,1
28051,brotoslovia,1
28052,cause-célèbre,1
28053,cere,1
28054,co-rabbi,1
28055,deGaulle,3
28056,demotion,3
28057,dork,2
28058,eisen-uh-hower,1
28059,familiarly,2
28060,g3,2
28061,g5,2
28062,gordion,1
28063,humanitarianism,6
28064,hymnal,3
28065,inestimable,1
28066,invocation,1
28067,life-food,1
28068,movingly,4
28069,nadich,1
28070,non-assigned,1
28071,o'likesky,1
28072,pearl-handled,2
28073,ply,11
28074,psychically,1
28075,requisitioning,1
28076,reverse-lend-lease,1
28077,schaffer,1
28078,schula,1
28079,shame-faced,1
28080,thirty-day,3
28081,tranship,1
28082,way-station,3
28083,well-earned,1
28084,where-with-all,1
28085,wilking,1
28086,agrono,1
28087,baalebatim,1
28088,balebatim,2
28089,beste,1
28090,chometz,1
28091,eavesdrop,4
28092,egel,1
28093,foreword,8
28094,geshtorben,1
28095,gole,2
28096,goyishe,3
28097,habatim,1
28098,homebake,1
28099,hudah,1
28100,ilja,1
28101,ivrei,1
28102,ivreis,1
28103,karotki,1
28104,kashrus,5
28105,katsov,1
28106,kehi,1
28107,klukt,1
28108,kree-vee-chee,1
28109,kuchevska,1
28110,leakage,1
28111,leaven,1
28112,loit,3
