,0,1
2922,still_exist,169
2923,sting,24
2924,stoop,48
2925,strategy,76
2926,strawberry,77
2927,strzele,1
2928,student,1326
2929,sunny_day,61
2930,supper,243
2931,suspicious,347
2932,sweater,315
2933,swiniarow,1
2934,taxi,309
2935,terrible_thing,555
2936,terribly_afraid,50
2937,terribly_excite,13
2938,terrific,337
2939,thatched,13
2940,third_day,304
2941,third_floor,285
2942,three-room,21
2943,thrill,177
2944,throughout,608
2945,throw_stone,176
2946,tombstone,83
2947,tone_-rsb-,40
2948,top_floor,95
2949,torture,448
2950,touch_upon,25
2951,traitor,173
2952,transfer,1004
2953,treat,1608
2954,tutor,236
2955,undoing,16
2956,uneducated,66
2957,unhappy,306
2958,unimportant,75
2959,unit,750
2960,unless,893
2961,until_1939,82
2962,unusual,626
2963,upon,568
2964,urine,122
2965,vandalize,39
2966,various,724
2967,very_badly,350
2968,very_clever,162
2969,very_distinct,24
2970,very_distinctly,65
2971,very_excite,111
2972,very_fast,470
2973,very_important,1223
2974,very_quietly,122
2975,very_rich,391
2976,very_sad,503
2977,very_sympathetic,85
2978,very_tall,225
2979,very_thin,224
2980,very_unusual,308
2981,vise_versa,6
2982,walk_straight,76
2983,walk_towards,164
2984,wallpaper,29
2985,wardrobe,104
2986,water_carrier,7
2987,well-off,81
2988,wh_--,99
2989,wheat,252
2990,whereby,63
2991,whipping,86
2992,whole_area,200
2993,whole_world,418
2994,whose_name,386
2995,wild,406
2996,wing,216
2997,wit,101
2998,wooden_board,34
2999,worried,217
3000,worth_anything,55
3001,writing,241
3002,yankela,1
3003,younger_brother,584
3004,zloty,193
3005,zyd,16
3006,zydowka,1
3007,"about_3,000",77
3008,about_80,135
3009,absolutely_petrified,17
3010,abusive,33
3011,accelerate,55
3012,accent,497
3013,accompany_by,79
3014,address,1294
3015,against_Hitler,88
3016,american_Consulate,63
3017,anti-hitler,26
3018,any_further,219
3019,any_rate,98
3020,anyways,157
3021,apology,38
3022,appendix,64
3023,appointment,196
3024,arrange_for,374
3025,arrangement,522
3026,arrest,1158
3027,arrogance,20
3028,arrogant,61
3029,aspire,24
3030,assure,228
3031,astounded,29
3032,athletic,109
3033,avid_reader,33
3034,ax,62
3035,ball,452
3036,banana,130
3037,bathtub,121
3038,battle,583
3039,before_Christmas,140
3040,belgian,213
3041,belgium,10
3042,bell,349
3043,beside_herself,20
3044,beside_himself,15
3045,beside_themselves,10
3046,big_commotion,49
3047,big_nose,38
3048,biology,69
3049,blackboard,58
3050,blitzkrieg,37
3051,blue,643
3052,bombard,281
3053,book_passage,23
3054,breakfast,600
3055,bribery,59
3056,broken,349
3057,bronchitis,30
3058,brood,18
3059,burnt,122
3060,by_myself,749
3061,caricature,38
3062,catholic_girl,40
3063,cattle_dealer,33
3064,certain_hour,124
3065,certain_place,307
3066,chapter,250
3067,civil_war,102
3068,classroom,285
3069,cloth,273
3070,commandant,452
3071,common,742
3072,complication,72
3073,confiscate,396
3074,consider_myself,178
3075,consulate,359
3076,continuous,104
3077,huh,113
3078,ice_cold,73
3079,identification_card,118
3080,identity_card,144
3081,illness,347
3082,impoverished,21
3083,in_1936,418
3084,indoctrinate,82
3085,inhabitant,225
3086,insist,547
3087,insist_on,150
3088,inter,78
3089,intern,274
3090,interrogate,352
3091,interrogator,51
3092,invade,407
3093,irony,160
3094,j,294
3095,jewish_organization,658
3096,jewish_orphanage,58
3097,jump_into,157
3098,junior,173
3099,lap,206
3100,laryngitis,11
3101,last_summer,50
3102,laughing,194
3103,leave_behind,392
3104,letter_from,793
3105,literature,413
3106,little_while,499
3107,lose_contact,119
3108,low,503
3109,lunacy,4
3110,make_contact,240
3111,male,410
3112,maline,13
3113,march_towards,61
3114,mathematics,207
3115,mediterranean,31
3116,middle-class_family,27
3117,misinterpret,10
3118,mix_with,210
3119,mixed_bag,22
3120,moon,171
3121,mouse,214
3122,movement,800
3123,mow,41
3124,nasty,227
3125,nationwide,16
3126,nazi_period,33
3127,nazism,25
3128,neither,572
3129,never_return,153
3130,nightly,29
3131,occupy_France,28
3132,on_earth,147
3133,on_television,225
3134,operate_on,174
3135,orphanage,345
3136,outfit,394
3137,outlook,175
3138,overtake,52
3139,overthrow,40
3140,pale,143
3141,participate,303
3142,passenger,257
3143,pay_for,1156
3144,personality,355
3145,petrified,137
3146,physical_examination,26
3147,pitch_black,39
3148,playmate,76
3149,poem,298
3150,police_chief,73
3151,political_reason,71
3152,politically,354
3153,pressure,464
3154,proper,625
3155,prostitute,150
3156,pump_water,15
3157,quite_often,277
3158,quite_shocked,10
3159,quota_system,86
3160,rassenschande,13
3161,re-enter,15
3162,rea,21
3163,recall,1195
3164,refugee,1184
3165,regularly,308
3166,religious_lesson,21
3167,renovate,35
3168,rolling,80
3169,room_downstairs,21
3170,rosary,29
3171,rotten,205
3172,roundabout_way,20
3173,safety,309
3174,salad,63
3175,sandwich,363
3176,scout,195
3177,sea,443
3178,secret,699
3179,session,214
3180,shipping_company,17
3181,shortly_thereafter,116
3182,shutter,81
3183,shyly,2
3184,sink,429
3185,slave_labor,248
3186,sleepwalk,4
3187,slightly,230
3188,small_boat,75
3189,small_farm,48
3190,so_scared,268
3191,soul,428
3192,spanish,291
3193,speak_french,149
3194,splasher,1
3195,sponsorship,26
3196,star,1022
3197,start_tease,5
3198,statement,424
3199,stranger,491
3200,strongest,159
3201,subsequently,208
3202,summarize,92
3203,surrounding,141
3204,suspect,507
3205,tail,120
3206,talk_politics,43
3207,tap,178
3208,tb,178
3209,technicality,13
3210,telegram,355
3211,term,606
3212,terribly_worry,30
3213,terrify,201
3214,territory,505
3215,thinking,564
3216,three_hour,406
3217,through_custom,11
3218,tiny_bit,26
3219,tired,525
3220,toilet_facility,105
3221,tone,109
3222,too_tired,66
3223,trader,36
3224,tremendous_amount,176
3225,trick,338
3226,two_hour,647
3227,under-developed,2
3228,under_16,25
3229,undercurrent,16
3230,unfit,25
3231,unforgettable,62
3232,unoccupied,35
3233,until_1938,70
3234,uproar,43
3235,upset_about,100
3236,very_cautious,40
3237,very_dangerous,480
3238,very_depressing,59
3239,very_difficult,1191
3240,very_lucky,534
3241,very_meager,53
3242,very_polite,106
3243,very_proud,713
3244,very_rude,45
3245,very_upset,501
3246,via,229
3247,washroom,180
3248,wave,522
3249,weapon,519
3250,week_later,401
3251,well-known,275
3252,whatnot,101
3253,whole_thing,1051
3254,wildly,20
3255,wine,428
3256,worth,589
3257,write_letter,347
3258,x-ray,126
3259,young_woman,575
3260,abbey,11
3261,"about_20,000",47
3262,academy,121
3263,accord_to,759
3264,accordingly,69
3265,actively,122
3266,administrator,169
3267,african,55
3268,aha,40
3269,ahnenpass,1
3270,air_raid,346
3271,alarm,206
3272,american_force,52
3273,annex,159
3274,antenna,30
3275,anthem,43
3276,any_sense,244
3277,anyhow,524
3278,aristocratic,65
3279,armband,310
3280,article,517
3281,ash,292
3282,assassinate,90
3283,assassination,60
3284,at_10:00,23
3285,at_noontime,22
3286,auction,46
3287,auction_off,13
3288,ausmarsche,1
3289,austrian_army,62
3290,bademeister,1
3291,badly,557
3292,basis,474
3293,battalion,260
3294,beauty,233
3295,beforehand,105
3296,beige,23
3297,betterment,12
3298,bid,37
3299,bieten,1
3300,big_crowd,36
3301,birth_control,13
3302,black_hair,107
3303,blue_eyed,19
3304,bot,10
3305,bottle,372
3306,brainwash,101
3307,bund,108
3308,bunde,2
3309,capture_by,122
3310,cause,1105
3311,cheaply,15
3312,children,49
3313,choice,979
3314,christian,865
3315,city_hall,249
3316,classify,78
3317,comer,10
3318,comment,368
3319,completely_crazy,15
3320,conclusion,278
3321,content,138
3322,continuously,161
3323,correctly,148
3324,crash,148
3325,creature,86
3326,cremation,35
3327,crematoria,185
3328,curious_about,84
3329,dark_blue,19
3330,dark_eye,31
3331,das,55
3332,dash,77
3333,dass,6
3334,datum,79
3335,declare_war,156
3336,defense,270
3337,deliver,901
3338,depend,436
3339,der,139
3340,describe_yourself,73
3341,description,281
3342,design,427
3343,destructive,49
3344,deutchemaedschen,1
3345,deutschen,3
3346,device,78
3347,di-narisch,1
3348,diesen,3
3349,different_color,101
3350,director,528
3351,discussion_between,30
3352,disgrace,43
3353,disintegrate,65
3354,dissatisfied,8
3355,distort,31
3356,disturb,243
3357,doctorate,109
3358,dollfuss,12
3359,draft,506
3360,drawing,169
3361,drink_coffee,43
3362,due,493
3363,dumb,201
3364,eagle,50
3365,early_'30s,80
3366,educational,216
3367,einen,3
3368,emperor,45
3369,emphasis,84
3370,entertain,261
3371,entertainment,266
3372,entrance,598
3373,equipment,467
3374,era,212
3375,erschossen,7
3376,ersten,1
3377,estate,162
3378,every_evening,170
3379,every_summer,139
3380,explicit,20
3381,faction,40
3382,fail,336
3383,fanatic,126
3384,far_as,121
3385,fascinating,196
3386,fatal,51
3387,female_speaker,3
3388,fire-red,1
3389,first_grade,271
3390,fit,714
3391,fitting,75
3392,float,172
3393,fourth_day,93
3394,fox,51
3395,frau,31
3396,fresh,452
3397,funniest_thing,51
3398,furthermore,47
3399,gedacht,2
3400,genealogical,13
3401,general_population,87
3402,german_mark,82
3403,german_soil,52
3404,gossip,71
3405,grade_school,141
3406,greed,30
3407,greek,372
3408,green,644
3409,guy_who,580
3410,hab,10
3411,hakenkreuz,12
3412,handelsakademie,1
3413,handkerchief,193
3414,hasidic,191
3415,heap,146
3416,hearsay,71
3417,heart_attack,366
3418,heil,30
3419,hide_someplace,71
3420,hilarious,30
3421,hitler-jugend,3
3422,holier,8
3423,horribly,69
3424,house-trained,1
3425,household_goods,28
3426,human_race,50
3427,hymn,47
3428,ich,56
3429,in-between,62
3430,interim,78
3431,irgendjemand,1
3432,just_plain,152
3433,knee_sock,14
3434,knight,27
3435,knowledge,956
3436,last_week,223
3437,late_'20,28
3438,latest,163
3439,lawsuit,15
3440,leader,1080
3441,learn_how,693
3442,length,130
3443,loud_speaker,67
3444,loving,281
3445,madness,60
3446,magistrate,26
3447,mail,614
3448,main,1217
3449,main_street,370
3450,maintain,424
3451,mark,942
3452,math_teacher,34
3453,maybe_10,312
3454,medicine,653
3455,milk,1016
3456,milkman,34
3457,minimum,196
3458,mixture,148
3459,modle,2
3460,modlinger,1
3461,moneylender,4
3462,mother_'s,1042
3463,movie_house,94
3464,my_gosh,125
3465,my_hus,30
3466,my_opinion,264
3467,nanny,189
3468,nazi_party,253
3469,neck,478
3470,nervousness,34
3471,neutral,184
3472,never_discuss,108
3473,newly,89
3474,newscast,15
3475,next_Sunday,44
3476,noon_time,21
3477,nordic_race,4
3478,nose,531
3479,not_necessarily,382
3480,notebook,71
3481,nuisance,52
3482,occupied,141
3483,odd,225
3484,oil_refinery,24
3485,on_vacation,352
3486,operating_room,37
3487,origin,201
3488,owner,740
3489,pardon_?,177
3490,participation,70
3491,party_member,52
3492,passing_by,32
3493,pay_rent,81
3494,peaceful,211
3495,peculiar,122
3496,peculiarly,17
3497,personal_feeling,42
3498,pfennige,1
3499,pleasant,466
3500,polarize,5
3501,political_belief,17
3502,political_situation,99
3503,polka-dotted,2
3504,practically_every,83
3505,pre-hitler,16
3506,pre-teenager,3
3507,prefer,301
3508,primary_school,103
3509,pro-hitler,16
3510,professor,798
3511,proletarian,17
3512,protestant,165
3513,psychosomatic,9
3514,pure,282
3515,putsch,48
3516,radio_station,114
3517,rally,93
3518,rassenkunde,4
3519,realtor,8
3520,reel,58
3521,regular,1093
3522,remember_correctly,152
3523,resign,146
3524,response,326
3525,richest,77
3526,romantic,102
3527,rug,128
3528,rumour,5
3529,russian_officer,198
3530,same_type,89
3531,scene,593
3532,schilling,14
3533,schoolchildren,54
3534,self-defense,35
3535,self-preservation,35
3536,selfish,130
3537,shawl,107
3538,shilling,47
3539,siding,80
3540,sie,47
3541,signal,312
3542,silly,230
3543,since_1933,32
3544,single,847
3545,skating_rink,13
3546,ski,191
3547,skull,117
3548,slavic,62
3549,slide,236
3550,slogan,164
3551,sloppy,32
3552,slovak,79
3553,small_group,284
3554,smallest,155
3555,smart,574
3556,socialistic,27
3557,soil,244
3558,spielschar,1
3559,striking,65
3560,stronger,443
3561,structure,283
3562,stuck-up,2
3563,study_philosophy,12
3564,subdue,67
3565,suburb,304
3566,suburb_of,270
3567,summer_vacation,127
3568,super,177
3569,surgeon,207
3570,swimming,232
3571,swimming_pool,161
3572,switch,407
3573,telephone,775
3574,theater,682
3575,third_grade,122
3576,title,360
3577,total,618
3578,tradespeople,22
3579,translation,349
3580,traumatic_experience,57
3581,traumatically,2
3582,tremendously,240
3583,trust,906
3584,tube,111
3585,uber,7
3586,ultra-schwarze,1
3587,dust,254
3588,eastern,284
3589,eavesdropping,2
3590,egg,635
3591,engage,544
3592,engine,217
3593,establish,974
3594,evident,93
3595,excerpt,44
3596,exile,153
3597,expert,252
3598,explore,106
3599,false_papers,278
3600,familiar,298
3601,familiar_with,387
3602,fate,496
3603,favor,609
3604,fighter_plane,41
3605,finally_wind,30
3606,find_myself,341
3607,fingerprint,49
3608,fit_into,117
3609,flat,514
3610,fluke,26
3611,flunk,49
3612,foresight,88
3613,fortunate_enough,119
3614,foster,67
3615,foster_parent,42
3616,four_kilometer,66
3617,fraternity,51
3618,fraternize_with,37
3619,french_prisoner,98
3620,full_name,484
3621,gee,211
3622,german_uniform,184
3623,german_wehrmacht,15
3624,gi,188
3625,glad,965
3626,go_overseas,128
3627,graduate_high,91
3628,grocery_store,283
3629,guidance,107
3630,half_ago,50
3631,handling,32
3632,heavily_guard,14
3633,hectic,43
3634,horn,118
3635,hotter,19
3636,hug_each,68
3637,immaculate,25
3638,important_part,81
3639,in_Brooklyn,365
3640,in_term,646
3641,incidentally,213
3642,infantry_soldier,8
3643,influence,693
3644,inmate,503
3645,insignia,196
3646,integrate,171
3647,intelligence,281
3648,intelligent_people,86
3649,interpret,181
3650,jeopardize,82
3651,jewish_Family,56
3652,jewish_chaplain,53
3653,jewish_police,367
3654,jewish_refugee,249
3655,judenrat,327
3656,judenrein,77
3657,jump_off,227
3658,junction,32
3659,kindergarten,386
3660,korean_war,121
3661,kosher,650
3662,laborer,213
3663,late_',76
3664,legitimately,26
3665,lid,44
3666,little_baby,335
3667,long_ago,230
3668,lull,32
3669,main_gate,66
3670,maneuver,165
3671,mascot,23
3672,maybe_20,241
3673,meager,82
3674,mile_away,297
3675,milicja,1
3676,misfortune,89
3677,modern_city,19
3678,more_mature,49
3679,more_modern,79
3680,motorized,45
3681,mull,9
3682,my_brother-in-law,445
3683,my_foster,36
3684,my_oldest,669
3685,naive,183
3686,nex,6
3687,next_door,586
3688,nickel,90
3689,no_problem,798
3690,no_recollection,92
3691,no_sanitary,54
3692,oddest,3
3693,often_wonder,54
3694,on_tv,82
3695,one-year-old,28
3696,open_field,113
3697,operating,52
3698,or_vice,47
3699,or_wherever,232
3700,outdoors,146
3701,overseas,205
3702,palant,1
3703,partner,525
3704,passbook,6
3705,percentage,239
3706,perfect,535
3707,play_baseball,29
3708,politicking,13
3709,pop,181
3710,pose,97
3711,powerful,242
3712,president_of,500
3713,progress,391
3714,propaganda,474
3715,provide,816
3716,punkt,3
3717,put_aside,56
3718,quite_awhile,114
3719,rabbit,148
3720,railroad_car,179
3721,ration_coupon,22
3722,rationing,127
3723,re-tell,1
3724,reali,3
3725,registration,246
3726,relationship,787
3727,relieve,249
3728,repay,94
3729,resettle,174
3730,retire,736
3731,roundup,85
3732,routine,285
3733,scavenge,9
3734,scavenging,7
3735,season,284
3736,seat,627
3737,second_grade,164
3738,semester,136
3739,semi-retired,22
3740,ser,24
3741,serene,19
3742,seventh_grade,97
3743,sew_uniform,19
3744,shaped,22
3745,shell,309
3746,shoe_factory,71
3747,shoemaker,347
3748,short_time,599
3749,shyness,4
3750,sideline,52
3751,sidewalk,427
3752,sink_into,38
3753,sky,414
3754,slave_laborer,96
3755,slob,14
3756,smarter_than,71
3757,sneak,298
3758,sneak_out,186
3759,sound_like,550
3760,sour,100
3761,southwest,73
3762,southwestern,21
3763,speak_Polish,464
3764,speak_perfect,117
3765,speak_yiddish,611
3766,sporadically,16
3767,srodula,3
3768,start_scream,212
3769,statistically,19
3770,stigma,30
3771,stretch,301
3772,strict,408
3773,superintendent,102
3774,sweep,237
3775,swimmer,62
3776,sympathy,179
3777,tanker,26
3778,tell-tale,2
3779,ten_day,147
3780,thank,583
3781,thick,282
3782,thickly,8
3783,throughout_Europe,40
3784,translate,808
3785,transportation,582
3786,trolley,104
3787,tunnel,245
3788,uh-oh,36
3789,unbeknown,19
3790,verbatim,29
3791,versa,52
3792,versus,116
3793,very_bitter,134
3794,very_persistent,11
3795,very_scarce,92
3796,very_tolerant,37
3797,very_unpleasant,139
3798,voluntarily,191
3799,wartime,201
3800,wash_myself,107
3801,western_Poland,48
3802,wheat_field,23
3803,whichever,112
3804,white_star,36
3805,whole_section,30
3806,wisdom,118
3807,within_10,31
3808,wonder_if,324
3809,workbook,3
3810,wow,247
3811,yard_away,43
3812,yesterday,553
3813,young_boy,720
3814,young_kid,364
3815,about_ten,237
3816,advise,338
3817,american_Army,200
3818,american_government,132
3819,american_public,22
3820,antisemitic,182
3821,antisemitism,253
3822,armenian,31
3823,asleep,275
3824,attack,952
3825,backyard,282
3826,bec_--,52
3827,below_zero,77
3828,bigger_than,200
3829,birth,969
3830,bit_about,136
3831,bitter,329
3832,black_coffee,115
3833,black_market,500
3834,blame,590
3835,blonde_hair,97
3836,bo_--,81
3837,bottom_line,55
3838,brutality,184
3839,build_road,54
3840,burden,371
3841,busiest,13
3842,calorie,86
3843,capability,55
3844,careful,530
3845,circulate,97
3846,civilized_nation,17
3847,compassion,160
3848,complexion,32
3849,concern_about,213
3850,conference,298
3851,congress,52
3852,connect,533
3853,connect_with,397
3854,conscience,211
3855,contrast,132
3856,convention,106
3857,courageous,141
3858,dangerous_situation,24
3859,dark_complexion,12
3860,dark_hair,118
3861,darker,62
3862,day_later,705
3863,delegate,118
3864,delegation,127
3865,democratic_government,24
3866,dependent_on,104
3867,diarrhea,295
3868,discriminate,115
3869,division,564
3870,easier_for,271
3871,emz,1
3872,enjoyable,67
3873,enough_money,408
3874,estimate,192
3875,ever_meet,215
3876,every_second,211
3877,experience_affect,53
3878,factor,215
3879,fault,380
3880,fellow,924
3881,few_seconds,64
3882,filthy,211
3883,financial_help,21
3884,financial_problem,25
3885,finish_college,74
3886,first_aid,94
3887,foresee,74
3888,forgive,387
3889,forgive_myself,24
3890,four_mile,57
3891,free_world,72
3892,from_hunger,245
3893,fromt,2
3894,funny_thing,299
3895,game,660
3896,gentleman,644
3897,good_friend,728
3898,handful_of,144
3899,hanging,271
3900,hell,900
3901,help_each,303
3902,hill,686
3903,his-name,4
3904,ho_--,151
3905,horrible_situation,37
3906,human_nature,149
3907,hundred_mile,49
3908,in_addition,371
3909,innocent_people,141
3910,instinct,254
3911,jewish_administration,41
3912,journalist,179
3913,kilometer_from,228
3914,knife,624
3915,large_number,119
3916,behavior,395
3917,belgian_border,27
3918,belongings,652
3919,best_friend,604
3920,best_girlfriend,35
3921,big_celebration,53
3922,big_relief,12
3923,big_surprise,54
3924,big_truck,190
3925,billow,7
3926,bite,379
3927,bloodthirsty,13
3928,boar,11
3929,bookcase,28
3930,boom,147
3931,briefcase,92
3932,brown,325
3933,bulletin_board,30
3934,burning,455
3935,buzzer,4
3936,bystander,36
3937,cannon,197
3938,cautious,52
3939,certain_degree,64
3940,certificate,569
3941,character,387
3942,cheer,133
3943,civilized,160
3944,clip,78
3945,clock,274
3946,closed,178
3947,coach,130
3948,cocktail,65
3949,college-educated,2
3950,come_across,492
3951,comical,46
3952,commission,295
3953,concentration,397
3954,confusion,183
3955,constant,401
3956,constant_reminder,14
3957,consultation_with,10
3958,contemporary,96
3959,convict,79
3960,convoy,196
3961,cookie,258
3962,cottage,104
3963,coupon_for,51
3964,course,908
3965,cucumber,66
3966,curtain,284
3967,cut_down,131
3968,daily_life,225
3969,daily_routine,109
3970,dark_brown,21
3971,debris,60
3972,decor,5
3973,deer,39
3974,deprive,233
3975,desperation,99
3976,diamond,423
3977,dining_room,414
3978,diploma,301
3979,displace,64
3980,displaced,129
3981,distant_relative,145
3982,doorbell,78
3983,doorway,124
3984,double_wall,54
3985,draft_into,132
3986,drain,152
3987,drill,183
3988,duty,734
3989,eastern_part,182
3990,echelon,74
3991,electricity,365
3992,elite,161
3993,emaciated,136
3994,emptiness,38
3995,entire,576
3996,evade,48
3997,eventful,34
3998,exact_word,26
3999,exaggeration,35
4000,exception,407
4001,execution,250
4002,explode,291
4003,express,507
4004,extermination,250
4005,extremely_dangerous,25
4006,false,336
4007,fast_enough,199
4008,fellow_who,242
4009,few_hundred,310
4010,fictitious,40
4011,field_hospital,86
4012,find_ourselves,146
4013,firearm,11
4014,fireman,93
4015,firework,27
4016,flower,635
4017,following_year,97
4018,footstep,118
4019,forester,39
4020,free_country,143
4021,fresh_vegetable,20
4022,friendship,458
4023,frightening_experience,39
4024,gate_open,69
4025,german-descent,1
4026,german_descent,55
4027,german_patrol,72
4028,ghetto_uprising,43
4029,glimpse_of,53
4030,good_friendship,13
4031,goodbye,264
4032,grammar_school,138
4033,grandfather_'s,123
4034,grandma,181
4035,grayish-looking,1
4036,grownup,139
4037,gruesome,80
4038,guard_post,15
4039,guide,442
4040,hand-cranked,2
4041,hated,9
4042,heavy_machine,35
4043,hell_break,43
4044,helpless,212
4045,hide_somewhere,127
4046,high-up,5
4047,higher_echelon,22
4048,higher_education,145
4049,historian,189
4050,husky-looking,1
4051,ideal,180
4052,illegally,354
4053,imminent,79
4054,important,1516
4055,incentive,51
4056,inspection,231
4057,invade_Poland,84
4058,jar,146
4059,jeweler,80
4060,jewelry_store,52
4061,joke,709
4062,judge,583
4063,junior_high,147
4064,just_simply,121
4065,k-ration,38
4066,known_fact,28
4067,lamb,75
4068,last_few,289
4069,library,540
4070,lighter,139
4071,lookout,58
4072,loose,371
4073,loudspeaker,190
4074,manual_work,40
4075,many_respects,32
4076,marked,150
4077,mass_grave,235
4078,matter-of-fact,10
4079,mattress,437
4080,memento,94
4081,memorize,138
4082,metal,502
4083,mic,45
4084,militarily,51
4085,military_hospital,73
4086,mm,206
4087,more_comfortable,153
4088,most_likely,161
4089,move_into,749
4090,mu,8
4091,much_longer,187
4092,nameless,13
4093,natural_death,92
4094,nazi_official,32
4095,near_Warsaw,67
4096,nearby,624
4097,needless_to,131
4098,never_forget,639
4099,newsletter,44
4100,next_week,247
4101,nice_apartment,114
4102,no_communication,155
4103,notify,356
4104,nun,339
4105,obvious,409
4106,of_ours,630
4107,older_lady,87
4108,oral,91
4109,original,650
4110,other_hand,575
4111,outset,24
4112,own_apartment,135
4113,parentage,10
4114,parish,48
4115,patrol,285
4116,pay_off,189
4117,polish_descent,24
4118,polish_officer,159
4119,portfolio,22
4120,precious,195
4121,preparation,321
4122,prepared,276
4123,pretty_soon,243
4124,prison,954
4125,pro-nazi,36
4126,program,655
4127,rather_unusual,21
4128,ray,57
4129,recall_exactly,100
4130,receipt,115
4131,recollection,447
4132,record_player,29
4133,reflect,170
4134,regular_prison,18
4135,relocation,40
4136,reminder,51
4137,reputation,188
4138,resistance,664
4139,responsible,441
4140,responsible_for,625
4141,retaliation,44
4142,roam,80
4143,russian_prisoner,223
4144,rust,46
4145,rusty,62
4146,sachsenhausen-oranienburg,2
4147,sandy,30
4148,school-age,3
4149,scrap,129
4150,second-grade,6
4151,sensitive,172
4152,set_aside,48
4153,sew_machine,163
4154,sewer,148
4155,sewing_machine,110
4156,shall,415
4157,shall_never,58
4158,share_with,497
4159,short_distance,43
4160,shout,458
4161,shrapnel,127
4162,shut_off,82
4163,signify,30
4164,site,281
4165,sixth,246
4166,sixth_grade,126
4167,slow_down,208
4168,smuggle_into,79
4169,smuggling,250
4170,some_extent,164
4171,some_jewelry,116
4172,somewhere_near,67
4173,sooner,160
4174,source,375
4175,southeast,67
4176,specific_question,20
4177,ss_guard,190
4178,ss_uniform,100
4179,stand_guard,74
4180,stone_quarry,56
4181,strained,14
4182,streak,28
4183,stretch_out,137
4184,sturdier,5
4185,suburban,52
4186,suicidal,34
4187,summertime,398
4188,supplies,423
4189,supply,791
4190,surroundings,202
4191,suspense,10
4192,suspension,11
4193,suspiciously,11
4194,sympathize_with,63
4195,szucha,1
4196,tack,28
4197,teddy_bear,30
4198,terrible_commotion,8
4199,terrible_shock,56
4200,terrible_sight,37
4201,textile,256
4202,textile_industry,31
4203,throw_grenade,20
4204,tolerant,87
4205,tomato,176
4206,trade_school,74
4207,training,708
4208,tremble,114
4209,trigger,155
4210,truly,358
4211,two-year-old,26
4212,uncle_'s,132
4213,undercover,33
4214,underground_activity,42
4215,underground_movement,77
4216,underwear-making,1
4217,uniformed,104
4218,unknown,314
4219,unofficial,49
4220,untidiness,1
4221,vanish,88
4222,vein,122
4223,very_friendly,637
4224,very_nicely,268
4225,very_optimistic,51
4226,very_pleasant,328
4227,very_scary,164
4228,very_strange,389
4229,victory,224
4230,violent,175
4231,vivid,118
4232,volleyball,37
4233,warn,552
4234,wear_uniform,101
4235,welfare,203
4236,western_side,21
4237,whereabouts,120
4238,whereas,290
4239,wooden_house,41
4240,written,35
4241,year_old,1029
4242,yellow_band,51
4243,young_teenager,68
4244,younger_sibling,13
4245,abandon,374
4246,abdomen,14
4247,abide,16
4248,about_150,108
4249,abreast,35
4250,acceptable,125
4251,active_member,22
4252,aim_at,66
4253,among_themselves,111
4254,any_harm,113
4255,apologize,246
4256,apparatus,49
4257,appease,35
4258,applicable,21
4259,appreciation_for,38
4260,approximately,818
4261,artillery,317
4262,awake,133
4263,awaken_by,30
4264,awfully,127
4265,baked,312
4266,baked_bread,29
4267,barn_door,15
4268,basin,79
4269,bathe,117
4270,beautiful_garden,53
4271,become_panicky,8
4272,behave,654
4273,better_chance,104
4274,between_Russia,63
4275,blue_eye,282
4276,boil_potato,59
4277,border_between,191
4278,brain,448
4279,helpnessless,1
4280,hey,450
4281,hometown,464
4282,honey,172
4283,hopeful,111
4284,horror_story,96
4285,how_am,52
4286,hutte,2
4287,idealistic,49
4288,immediate,357
4289,in_spite,364
4290,inconceivable,32
4291,industry,450
4292,instinctively,64
4293,instrumental,43
4294,intact,179
4295,into_hiding,223
4296,jewish_calendar,48
4297,law_abide,24
4298,lay_around,82
4299,literal,30
4300,little_note,99
4301,longing_for,23
4302,look_alike,46
4303,love_music,67
4304,map,509
4305,marketplace,214
4306,mass_hysteria,13
4307,moralize,2
4308,music_teacher,42
4309,my_god,249
4310,my_neck,168
4311,nachman,1
4312,nature,537
4313,neighbor_village,45
4314,neighborly,8
4315,next_village,97
4316,northward,3
4317,occupation_force,40
4318,old_enough,258
4319,on_Monday,134
4320,one_episode,56
4321,open_wound,34
4322,opposition,97
4323,orange,241
4324,orchestra,258
4325,organist,16
4326,organize_themselves,60
4327,overcome,298
4328,own_business,236
4329,panicky,88
4330,parochial_school,65
4331,partisan,584
4332,partisan_movement,23
4333,pay_attention,302
4334,peace_treaty,21
4335,physical,661
4336,physics,150
4337,plant,542
4338,poet,189
4339,poetry,177
4340,police_station,369
4341,polish_government,308
4342,possession,511
4343,previous_experience,22
4344,prior_to,567
4345,privacy,151
4346,projectus,1
4347,proper_word,19
4348,prose,8
4349,provincial,57
4350,psychological,204
4351,rather_than,1226
4352,raw,230
4353,re-group,2
4354,refuge,137
4355,regard,420
4356,remove_from,130
4357,reply,143
4358,reserved,26
4359,resist,383
4360,resistance_movement,78
4361,resistant,44
4362,respectfully,15
4363,revolution,322
4364,rinse,43
4365,run_towards,124
4366,salted,11
4367,salty,36
4368,salvation,83
4369,scrub,177
4370,scythe,11
4371,secular,177
4372,send_package,104
4373,seventeen,119
4374,shkhita,1
4375,simple,545
4376,sixty,156
4377,skier,38
4378,skiing,145
4379,skip,308
